geneid	chr	left	right
MYB	chr6	135544146	135582002
MYBBP1A	chr17	4388941	4405430
MYBL1	chr8	67636968	67693680
MYBL2	chr20	41729179	41778537
MYBPC1	chr12	100512878	100603789
MYBPC2	chr19	55627972	55662502
MYBPC3	chr11	47309533	47330829
MYBPH	chr1	201403562	201411565
MYBPHL	chr1	109636510	109651186
MYC	chr8	128817498	128822853
MYCBP	chr1	39101221	39111637
MYCBP2	chr13	76516793	76799178
MYCBPAP	chr17	45940811	45963860
MYCL1	chr1	40133685	40140274
MYCL2	chrX	106402468	106403544
MYCN	chr2	15998134	16004579
MYCT1	chr6	153060723	153087406
MYD88	chr3	38155009	38159514
MYEF2	chr15	46218921	46257850
MYEOV	chr11	68818198	68821329
MYEOV2	chr2	240714653	240724437
MYF5	chr12	79634839	79637578
MYF6	chr12	79625583	79627382
MYH1	chr17	10336354	10362584
MYH10	chr17	8318248	8474804
MYH11	chr16	15704493	15858388
MYH13	chr17	10132108	10217047
MYH14	chr19	55398697	55505611
MYH15	chr3	109581906	109730859
MYH2	chr17	10365198	10393742
MYH3	chr17	10472568	10500192
MYH4	chr17	10287332	10313601
MYH6	chr14	22920889	22946665
MYH7	chr14	22946378	22974710
MYH7B	chr20	33026867	33053901
MYH8	chr17	10234367	10265992
MYH9	chr22	35007273	35113958
MYL1	chr2	210863113	210888140
MYL2	chr12	109833009	109842766
MYL3	chr3	46874361	46879977
MYL4	chr17	42641427	42656043
MYL5	chr4	661711	665817
MYL6	chr12	54838367	54841633
MYL6B	chr12	54832602	54838038
MYL7	chr7	44144990	44147441
MYL9	chr20	34603311	34611640
MYLIP	chr6	16237296	16256455
MYLK	chr3	124811586	125085868
MYLK2	chr20	29870772	29886153
MYLK3	chr16	45293695	45339722
MYLK4	chr6	2608871	2696153
MYNN	chr3	170973547	170988027
MYO10	chr5	16715019	16936722
MYO15A	chr17	17952745	18023838
MYO15B	chr17	71128391	71134518
MYO16	chr13	108046501	108658356
MYO18A	chr17	24424654	24531533
MYO18B	chr22	24468120	24757007
MYO19	chr17	31925601	31965376
MYO1A	chr12	55708569	55730160
MYO1B	chr2	191818375	191998287
MYO1C	chr17	1314232	1342633
MYO1D	chr17	27843741	28228015
MYO1E	chr15	57215461	57452362
MYO1F	chr19	8491689	8548330
MYO1G	chr7	44968786	44985193
MYO1H	chr12	108310871	108367824
MYO3A	chr10	26263008	26541471
MYO3B	chr2	170742901	171219237
MYO5A	chr15	50386772	50608539
MYO5B	chr18	45603099	45975382
MYO5C	chr15	50273391	50375233
MYO6	chr6	76515629	76685974
MYO7A	chr11	76516958	76603931
MYO7B	chr2	128009848	128111773
MYO9A	chr15	69905423	70197476
MYO9B	chr19	17073466	17185093
MYOC	chr1	169871182	169888434
MYOCD	chr17	12509939	12607724
MYOD1	chr11	17697686	17700251
MYOG	chr1	201318880	201322000
MYOM1	chr18	3056805	3210106
MYOM2	chr8	1980565	2080779
MYOM3	chr1	24255114	24311252
MYOT	chr5	137231459	137251438
MYOZ1	chr10	75061420	75071521
MYOZ2	chr4	120276469	120328383
MYOZ3	chr5	150020637	150039118
MYPN	chr10	69535918	69641462
MYRIP	chr3	39826156	40276808
MYSM1	chr1	58898178	58938335
MYST1	chr16	31036488	31050206
MYST2	chr17	45221057	45261455
MYST3	chr8	41906154	42028662
MYST4	chr10	76255346	76462057
MYT1	chr20	62266271	62344048
MYT1L	chr2	1771894	2314052
MZF1	chr19	63765097	63776754
N4BP1	chr16	47130140	47201621
N4BP2	chr4	39734919	39836267
N4BP2L1	chr13	31872861	31900315
N4BP2L2	chr13	31891545	32010936
N6AMT2	chr13	20200870	20246088
NAAA	chr4	77050833	77081190
NAALAD2	chr11	89507491	89565416
NAALADL1	chr11	64568873	64582585
NAALADL2	chr3	176297261	177006122
NAB1	chr2	191222093	191265734
NAB2	chr12	55768944	55775525
NACA	chr12	55380832	55405318
NACA2	chr17	57022676	57023323
NACA3P	chr4	166083889	166084641
NACAD	chr7	45086562	45092185
NACC1	chr19	13090109	13112955
NACC2	chr9	138043026	138126952
NADK	chr1	1672531	1701368
NADSYN1	chr11	70841865	70890227
NAF1	chr4	164269275	164307523
NAG	chr2	15224483	15618905
NAGA	chr22	40784331	40796719
NAGK	chr2	71148955	71159279
NAGLU	chr17	37941477	37949990
NAGPA	chr16	5014848	5023937
NAGS	chr17	39437558	39441959
NAIF1	chr9	129863341	129869212
NAIP	chr5	70300066	70356270
NALP12	chr19	58988669	59019409
NALP5	chr19	61202904	61264988
NALP6	chr11	268365	275359
NANOGP1	chr12	7939360	7943941
NANOGP8	chr12	7833262	7839922
NANOS1	chr10	120779262	120780977
NANOS2	chr19	51109375	51109791
NANOS3	chr19	13848950	13852571
NANP	chr20	25541575	25552621
NANS	chr9	99858842	99885178
NAP1L1	chr12	74726227	74764717
NAP1L2	chrX	72348860	72351409
NAP1L3	chrX	92812585	92815223
NAP1L4	chr11	2922237	2970183
NAP1L5	chr4	89836089	89838409
NAP1L6	chrX	72262601	72264644
NAPA	chr19	52682703	52710309
NAPB	chr20	23303166	23350081
NAPEPLD	chr7	102527467	102576749
NAPG	chr18	10516031	10540371
NAPRT1	chr8	144728101	144731636
NAPSA	chr19	55553547	55560743
NAPSB	chr19	55528871	55539830
NARF	chr17	78009349	78039430
NARFL	chr16	719772	730998
NARG1	chr4	140442192	140531972
NARG1L	chr13	40783418	40849162
NARG2	chr15	58499100	58558636
NARS	chr18	53418894	53440175
NARS2	chr11	77824895	77963474
NASP	chr1	45822304	45857145
NAT1	chr8	18111895	18125096
NAT10	chr11	34083725	34125033
NAT11	chr11	63463039	63481020
NAT12	chr14	56927024	56947636
NAT13	chr3	114920531	114947786
NAT14	chr19	60688406	60690747
NAT15	chr16	3433736	3476954
NAT2	chr8	18293035	18303003
NAT5	chr20	19945937	19962269
NAT6	chr3	50308838	50311716
NAT8	chr2	73721358	73723045
NAT8L	chr4	2031385	2037433
NAT9	chr17	70278283	70284065
NAV1	chr1	199859224	200059095
NAV2	chr11	19691457	20099720
NAV3	chr12	76749200	77130921
NBEA	chr13	34414456	35144873
NBEAL1	chr2	203708718	203790962
NBL1	chr1	19842313	19857532
NBN	chr8	91014740	91066075
NBPF1	chr1	16763025	16812569
NBPF11	chr1	146040948	146076705
NBPF12	chr1	144927052	144933305
NBPF14	chr1	146470284	146492472
NBPF15	chr1	146827614	146862781
NBPF16	chr1	147006320	147024935
NBPF22P	chr5	85614018	85624748
NBPF3	chr1	21639217	21684085
NBPF4	chr1	108567850	108588187
NBPF5	chr1	108719983	108754952
NBPF6	chr1	108794714	108814783
NBPF7	chr1	120178911	120189302
NBPF8	chr1	144743900	144779602
NBPF9	chr1	144001129	144081660
NBR1	chrNT_113932	1	20186
NBR2	chr17	38531135	38549760
NCALD	chr8	102767947	103206311
NCAM1	chr11	112337302	112638857
NCAM2	chr21	21292504	21837521
NCAN	chr19	19183782	19224061
NCAPD2	chr12	6473529	6511381
NCAPD3	chr11	133527547	133599636
NCAPG2	chr7	158116764	158190281
NCAPH	chr2	96365211	96405001
NCAPH2	chr22	49293539	49308767
NCBP1	chr9	99435526	99475851
NCBP2	chr3	198146670	198153861
NCBP2L	chrX	106924107	106924568
NCCRP1	chr19	44379441	44384362
NCDN	chr1	35795661	35804960
NCF1	chr7	73826245	73841594
NCF1B	chr7	72272617	72287914
NCF1C	chr7	74210381	74225784
NCF2	chr1	181791321	181826634
NCF4	chr22	35586976	35604003
NCK1	chr3	138063763	138150657
NCK2	chr2	105727786	105877137
NCKAP1	chr2	183497857	183611831
NCKAP1L	chr12	53177762	53223165
NCKIPSD	chr3	48676368	48698338
NCL	chr2	232027706	232037449
NCLN	chr19	3136875	3160572
NCOA1	chr2	24568305	24847075
NCOA2	chr8	71178380	71478574
NCOA3	chr20	45564064	45719023
NCOA4	chr10	51235233	51260737
NCOA5	chr20	44123043	44151987
NCOA6	chr20	32766239	32877094
NCOR1	chr17	15875984	16059570
NCOR2	chr12	123374914	123586102
NCR1	chr19	60109338	60116251
NCR2	chr6	41411371	41426574
NCR3	chr6	31664652	31668741
NCRNA00029	chr20	61136015	61138825
NCRNA00081	chr10	112650120	112668934
NCRNA00082	chr1	44912981	44963848
NCRNA00083	chr1	176729657	176732768
NCRNA00086	chrX	134383634	134384104
NCRNA00087	chrX	134060093	134060329
NCRNA00153	chr20	21054646	21175256
NCSTN	chr1	158579687	158595365
NCUBE1	chr6	90093066	90119338
NDE1	chr16	15644625	15727711
NDEL1	chr17	8279968	8324667
NDFIP1	chr5	141468561	141513222
NDFIP2	chr13	78953469	79028211
NDN	chr15	21481916	21483570
NDNL2	chr15	27347645	27349325
NDOR1	chr9	139220004	139231281
NDP	chrX	43692970	43717788
NDRG1	chr8	134318596	134378680
NDRG2	chr14	20554763	20563775
NDRG3	chr20	34713583	34807895
NDRG4	chr16	57055118	57105023
NDST1	chr5	149880623	149917966
NDST2	chr10	75231675	75241348
NDST3	chr4	119175060	119399235
NDST4	chr4	115968378	116254481
NDUFA1	chrX	118889762	118894624
NDUFA10	chr2	240548831	240613471
NDUFA11	chr19	5845686	5855025
NDUFA12	chr12	93889240	93921642
NDUFA13	chr19	19487799	19500007
NDUFA2	chr5	140005143	140007424
NDUFA3	chr19	59282233	59302078
NDUFA4	chr7	10939609	10946305
NDUFA4L2	chr12	55914961	55920794
NDUFA5	chr7	122968319	122985194
NDUFA6	chr22	40811477	40816834
NDUFA7	chr19	8282234	8292280
NDUFA8	chr9	123946161	123961919
NDUFA9	chr12	4628544	4666658
NDUFAB1	chr16	23499838	23515140
NDUFAF1	chr15	39466845	39481934
NDUFAF2	chr5	60276791	60484609
NDUFB1	chr14	91652223	91657906
NDUFB10	chr16	1949520	1951977
NDUFB11	chrX	46886559	46889847
NDUFB2	chr7	140042950	140052911
NDUFB3	chr2	201644759	201658716
NDUFB4	chr3	121797818	121803863
NDUFB5	chr3	180805269	180824981
NDUFB6	chr9	32543523	32563182
NDUFB7	chr19	14537892	14543886
NDUFB8	chr10	102273490	102279747
NDUFB9	chr8	125620524	125631407
NDUFC1	chr4	140430521	140443155
NDUFC2	chr11	77457051	77468579
NDUFS1	chr2	206696080	206732432
NDUFS2	chr1	159435729	159450806
NDUFS3	chr11	47557208	47562689
NDUFS4	chr5	52892242	53014922
NDUFS5	chr1	39264593	39272873
NDUFS6	chr5	1854509	1869161
NDUFS7	chr19	1334906	1346583
NDUFS8	chr11	67554670	67560686
NDUFV1	chr11	67130983	67136581
NDUFV2	chr18	9092725	9124336
NDUFV3	chr21	43186447	43202841
NEB	chr2	152050096	152299247
NEBL	chr10	21110098	21502768
NECAB1	chr8	91872954	92040806
NECAP2	chr1	16639806	16659159
NEDD1	chr12	95825147	95871259
NEDD4	chr15	53906423	54073345
NEDD4L	chr18	53862778	54216369
NEDD8	chr14	23755912	23771412
NEDD9	chr6	11291520	11340887
NEF3	chr8	24827179	24832511
NEFH	chr22	28206219	28217275
NEFL	chr8	24864385	24870541
NEGR1	chr1	71641213	72521005
NEIL1	chr15	73426463	73434639
NEIL2	chr8	11664627	11682263
NEIL3	chr4	178468022	178520994
NEK1	chr4	170557813	170770307
NEK10	chr3	27127399	27301436
NEK11	chr3	132231147	132551993
NEK2	chr1	209902738	209915583
NEK3	chr13	51604780	51631997
NEK4	chr3	52719840	52779991
NEK5	chr13	51536906	51601215
NEK6	chr9	126059706	126155407
NEK7	chr1	196392744	196558173
NEK8	chr17	24079959	24093911
NEK9	chr14	74618575	74663483
NELF	chr9	139462498	139473592
NELL1	chr11	20647712	21553576
NELL2	chr12	43188332	43556405
NENF	chr1	210672903	210686343
NEO1	chr15	71131928	71384596
NES	chr1	154905182	154913813
NET1	chr10	5444518	5490401
NETO1	chr18	68565767	68685790
NETO2	chr16	45672943	45735409
NEU1	chr6	31934932	31938662
NEU2	chr2	233605321	233608350
NEU3	chr11	74376827	74396389
NEU4	chr2	242398593	242407412
NEURL	chr10	105244038	105342292
NEURL2	chr20	43950674	43953308
NEUROD1	chr2	182249440	182253626
NEUROD2	chr17	35013548	35017701
NEUROD4	chr12	53699996	53710065
NEUROD6	chr7	31343607	31347063
NEUROG1	chr5	134897871	134899538
NEUROG2	chr4	113654125	113656777
NEUROG3	chr10	71001797	71003128
NEXN	chr1	78126788	78182164
NF1	chr17	26446121	26728817
NF2	chr22	28329563	28424583
NFAM1	chr22	41106357	41158345
NFASC	chr1	203064446	203258572
NFAT5	chr16	68156498	68296054
NFATC1	chr18	75256760	75390310
NFATC2	chr20	49438571	49592445
NFATC2IP	chr16	28869819	28885266
NFATC3	chr16	66676876	66818301
NFATC4	chr14	23907094	23918645
NFE2	chr12	52972167	52975811
NFE2L1	chr17	43480720	43493836
NFE2L2	chr2	177803759	177837550
NFE2L3	chr7	26158385	26192430
NFIA	chr1	61103519	61693785
NFIB	chr9	14071847	14388630
NFIC	chr19	3310616	3414603
NFIL3	chr9	93211148	93225965
NFIX	chr19	12967584	13070610
NFKB1	chr4	103641518	103757506
NFKB2	chr10	104144329	104152270
NFKBIA	chr14	34940475	34943703
NFKBIB	chr19	44082444	44091373
NFKBID	chr19	41070983	41085025
NFKBIE	chr6	44333881	44341503
NFKBIL1	chr6	31622626	31634585
NFKBIL2	chr8	145624999	145640635
NFKBIZ	chr3	103029527	103062552
NFRKB	chr11	129238888	129267993
NFS1	chr20	33720025	33750688
NFU1	chr2	69476386	69518257
NFX1	chr9	33280510	33361154
NFXL1	chr4	47544017	47611390
NFYA	chr6	41148688	41174713
NFYB	chr12	103034988	103056170
NFYC	chr1	40929965	41009864
NGB	chr14	76801581	76807408
NGDN	chr14	22994554	23017242
NGEF	chr2	233451665	233586182
NGF	chr1	115630060	115682380
NGFR	chr17	44927654	44947356
NGFRAP1	chrX	102517910	102519652
NGLY1	chr3	25735808	25799997
NGRN	chr15	88609899	88616447
NHEDC1	chr4	104025825	104160325
NHEDC2	chr4	104160886	104217379
NHEJ1	chr2	219648939	219742953
NHLH1	chr1	158603498	158609222
NHLH2	chr1	116180836	116188061
NHLRC1	chr6	18229629	18230816
NHLRC2	chr10	115604410	115658442
NHLRC3	chr13	38510455	38522240
NHP2L1	chr22	40400875	40416454
NHS	chrX	17303802	17664032
NHSL1	chr6	138784876	138934741
NHSL2	chrX	71270224	71277937
NICN1	chr3	49434770	49441761
NID1	chr1	234205764	234295104
NID2	chr14	51541271	51605696
NIF3L1	chr2	201462340	201476891
NIN	chr14	50256231	50367589
NINJ1	chr9	94923601	94936391
NINJ2	chr12	543724	643016
NIP7	chr16	67931047	67934510
NIPA1	chr15	20594720	20637877
NIPA2	chr15	20556790	20585849
NIPBL	chr5	36912649	37101678
NIPSNAP1	chr22	28280800	28307244
NIPSNAP3A	chr9	106549786	106562226
NIPSNAP3B	chr9	106566272	106576111
NISCH	chr3	52464564	52502127
NIT1	chr1	159354515	159368826
NIT2	chr3	101536253	101556881
NKAIN1	chr1	31425179	31484986
NKAIN3	chr8	63324187	64008644
NKAP	chrX	118943052	118961763
NKAPL	chr6	28335077	28336715
NKD1	chr16	49139742	49226142
NKD2	chr5	1062168	1091925
NKG7	chr19	56566686	56567772
NKIRAS1	chr3	23908578	23933541
NKIRAS2	chr17	37422564	37431180
NKPD1	chr19	50347036	50348868
NKRF	chrX	118606338	118623874
NKTR	chr3	42617151	42665236
NKX2-2	chr20	21439669	21442664
NKX2-3	chr10	101282700	101285468
NKX2-4	chr20	21324005	21326047
NKX2-5	chr5	172591744	172594868
NKX2-6	chr8	23615909	23620056
NKX2-8	chr14	36118968	36121537
NKX3-1	chr8	23592878	23596395
NKX6-1	chr4	85633460	85638411
NKX6-2	chr10	134448310	134449527
NKX6-3	chr8	41622986	41624035
NLE1	chr17	30472906	30493383
NLGN1	chr3	174805083	175483810
NLGN2	chr17	7252226	7263903
NLGN3	chrX	70281436	70307774
NLGN4X	chrX	5818085	6156706
NLGN4Y	chrY	15144026	15466924
NLK	chr17	23393309	23547534
NLN	chr5	65053834	65154923
NLRC3	chr16	3529039	3567402
NLRC4	chr2	32303029	32344427
NLRC5	chr16	55580911	55674937
NLRP1	chr17	5345443	5428556
NLRP10	chr11	7937547	7941780
NLRP11	chr19	60988582	61035172
NLRP13	chr19	61099123	61135514
NLRP14	chr11	6998276	7049333
NLRP2	chr19	60169579	60204313
NLRP3	chr1	245646098	245679027
NLRP4	chr19	61055199	61085030
NLRP7	chr19	60126689	60150679
NLRP8	chr19	61151010	61191807
NLRP9	chr19	60911610	60941580
NLRX1	chr11	118544293	118559930
NMB	chr15	82999368	83002806
NMBR	chr6	142438438	142451629
NMD3	chr3	162421793	162452489
NME1-NME2	chr17	46585919	46604103
NME2P1	chr12	119204323	119205015
NME3	chr16	1760323	1761711
NME4	chr16	386726	390747
NME5	chr5	137478761	137503031
NME6	chr3	48310595	48317852
NME7	chr1	167368399	167603810
NMI	chr2	151835231	151854664
NMNAT1	chr1	9926073	9968143
NMNAT2	chr1	181484001	181654360
NMNAT3	chr3	140761717	140879549
NMRAL1	chr16	4451697	4464897
NMS	chr2	100453376	100466174
NMT1	chr17	40494206	40541903
NMT2	chr10	15172919	15250701
NMU	chr4	56156171	56197222
NMUR1	chr2	232096116	232103452
NMUR2	chr5	151751303	151765017
NNAT	chr20	35583021	35585502
NNMT	chr11	113671745	113688448
NNT	chr5	43638582	43743264
NOB1	chr16	68333276	68346330
NOBOX	chr7	143726972	143738253
NOC2L	chr1	869459	884494
NOC3L	chr10	96082979	96112673
NOC4L	chr12	131194946	131202939
NOD1	chr7	30430672	30484833
NODAL	chr10	71862077	71871429
NOG	chr17	52026274	52027542
NOL10	chr2	10628345	10747549
NOL11	chr17	63144521	63170772
NOL12	chr22	36412290	36419431
NOL3	chr16	65765371	65767125
NOL4	chr18	29685062	30057513
NOL5A	chr20	2581178	2586976
NOL6	chr9	33451354	33463941
NOL7	chr6	13723538	13729105
NOL8	chr9	94099462	94127659
NOL9	chr1	6507809	6537168
NOLA2	chr5	177509074	177513567
NOLA3	chr15	32421217	32422654
NOLC1	chr10	103901923	103913617
NOM1	chr7	156435178	156458634
NOMO1	chr16	14835144	14897514
NOMO2	chr16	18418684	18480999
NOMO3	chr16	16233890	16296168
NONO	chrX	70420192	70437741
NOP14	chr4	2909464	2934916
NOP16	chr5	175743556	175748208
NOP2	chr12	6536290	6547741
NOS1	chr12	116120497	116283965
NOS1AP	chr1	160306205	160604852
NOS2A	chr17	23107922	23151682
NOS3	chr7	150319080	150342608
NOSIP	chr19	54750782	54775625
NOSTRIN	chr2	169367353	169429810
NOTCH1	chr9	138508717	138560135
NOTCH2	chr1	120255701	120413799
NOTCH2NL	chr1	143920476	144003011
NOTCH3	chr19	15131445	15172792
NOTCH4	chr6	32270599	32299822
NOTO	chr2	73283327	73291565
NOTUM	chr17	77503678	77512459
NOV	chr8	120497882	120505776
NOVA1	chr14	25984929	26136800
NOVA2	chr19	51134631	51168497
NOX1	chrX	99984969	100015990
NOX3	chr6	155758194	155818729
NOX4	chr11	88699163	88864301
NOX5	chr15	67009918	67136127
NOXA1	chr9	139437668	139448678
NOXO1	chr16	1968920	1971551
NP	chr14	19992539	20015086
NPAL1	chr4	47713548	47736947
NPAL2	chr8	99273563	99375797
NPAL3	chr1	24614880	24672053
NPAS1	chr19	52214941	52240873
NPAS2	chr2	100803045	100979719
NPAS3	chr14	32478200	33343133
NPAS4	chr11	65945051	65950753
NPAT	chr11	107533331	107598575
NPB	chr17	77453364	77453975
NPBWR1	chr8	54013546	54016230
NPBWR2	chr20	62207617	62208968
NPC1	chr18	19365463	19420468
NPC1L1	chr7	44518664	44547439
NPC2	chr14	74016397	74029837
NPDC1	chr9	139053746	139060476
NPEPL1	chr20	56701363	56724306
NPEPPS	chr17	42963443	43055640
NPFF	chr12	52186741	52187689
NPFFR1	chr10	71684719	71696160
NPFFR2	chr4	73116385	73232642
NPHP1	chr2	110237195	110319883
NPHP3	chr3	133759676	133923993
NPHP4	chr1	5845457	5975118
NPHS1	chr19	41008706	41034579
NPHS2	chr1	177786299	177811691
NPIP	chr16	14938801	14953402
NPL	chr1	181025527	181066142
NPLOC4	chr17	77134359	77226781
NPM1	chr5	170747403	170770492
NPM2	chr8	21937591	21951080
NPM3	chr10	103531073	103533148
NPNT	chr4	107036054	107112273
NPPA	chr1	11828523	11830989
NPPB	chr1	11840109	11841579
NPPC	chr2	232494774	232499357
NPR1	chr1	151917737	151933087
NPR2	chr9	35782151	35799729
NPR3	chr5	32747422	32823009
NPS	chr10	129237603	129240925
NPSR1	chr7	34664422	34884469
NPTN	chr15	71639410	71712806
NPTX1	chr17	76055228	76064999
NPTX2	chr7	98084540	98097117
NPTXR	chr22	37544403	37569963
NPVF	chr7	25230714	25234630
NPW	chr16	2009522	2010756
NPY	chr7	24290332	24298002
NPY1R	chr4	164464567	164473198
NPY2R	chr4	156349231	156357677
NPY5R	chr4	164484541	164492534
NPY6R	chr5	137171361	137173313
NQO1	chr16	68300808	68318034
NQO2	chr6	2939231	2960875
NR0B1	chrX	30232507	30237413
NR0B2	chr1	27110566	27113047
NR1D1	chr17	35502567	35510499
NR1D2	chr3	23961810	23996240
NR1H2	chr19	55571497	55578078
NR1H3	chr11	47227043	47246970
NR1H4	chr12	99391810	99481772
NR1I2	chr3	120982021	121020021
NR1I3	chr1	159466080	159474624
NR2C1	chr12	93939802	93991339
NR2C2	chr3	14964240	15059860
NR2C2AP	chr19	19173226	19175238
NR2E1	chr6	108593955	108616704
NR2E3	chr15	69889948	69897613
NR2F1	chr5	92944799	92955534
NR2F2	chr15	94670543	94683045
NR2F6	chr19	17203694	17217151
NR3C1	chr5	142637689	142795270
NR3C2	chr4	149219365	149583093
NR4A1	chr12	50718761	50739552
NR4A2	chr2	156889856	156907106
NR4A3	chr9	101623958	101668994
NR5A1	chr9	126283337	126309520
NR5A2	chr1	198263393	198413171
NR6A1	chr9	126319380	126573410
NRAP	chr10	115338586	115413876
NRARP	chr9	139315857	139316201
NRAS	chr1	115051108	115061038
NRBF2	chr10	64563056	64584789
NRBP1	chr2	27504161	27518630
NRBP2	chr8	144987905	144996188
NRCAM	chr7	107575318	107884062
NRD1	chr1	52027472	52116974
NRF1	chr7	129038791	129184156
NRG1	chr8	31617043	32720313
NRG2	chr5	139207444	139403063
NRG3	chr10	83624786	84736913
NRG4	chr15	74020333	74091818
NRGN	chr11	124114952	124122309
NRIP1	chr21	15255427	15359192
NRIP2	chr12	2804773	2814451
NRIP3	chr11	8957850	8982124
NRK	chrX	104953192	105089257
NRL	chr14	23619216	23654063
NRM	chr6	30763803	30767176
NRN1	chr6	5943234	5952632
NRN1L	chr16	66476282	66477772
NRP1	chr10	33506426	33665196
NRP2	chr2	206255469	206371099
NRSN1	chr6	24234329	24255609
NRSN2	chr20	275668	283512
NRTN	chr19	5774818	5779334
NRXN1	chr2	50000992	51113178
NRXN2	chr11	64130222	64247236
NRXN3	chr14	77779190	79398060
NSBP1	chrX	80255856	80344097
NSD1	chr5	176493532	176655367
NSDHL	chrX	151750167	151788563
NSF	chr17	42023391	42189997
NSFL1C	chr20	1370811	1396417
NSL1	chr1	210966119	211031762
NSMAF	chr8	59658624	59734940
NSMCE1	chr16	27143817	27187614
NSMCE2	chr8	126173277	126448543
NSMCE4A	chr10	123706601	123724700
NSUN2	chr5	6652355	6686157
NSUN3	chr3	95264545	95328320
NSUN4	chr1	46578977	46603275
NSUN5	chr7	72355163	72360759
NSUN5B	chr7	74877582	74884001
NSUN5C	chr7	72056771	72063222
NSUN6	chr10	18874497	18980556
NSUN7	chr4	40446671	40506755
NT5C	chr17	70637919	70639472
NT5C1A	chr1	39897380	39910297
NT5C1B	chr2	18600292	18634309
NT5C2	chr10	104837932	104943041
NT5C3	chr7	33020267	33068934
NT5C3L	chr17	37234959	37245980
NT5DC1	chr6	116528692	116673545
NT5DC2	chr3	52533443	52544114
NT5DC3	chr12	102690219	102759064
NT5DC4	chr2	113195534	113216927
NT5E	chr6	86216528	86262215
NT5M	chr17	17147374	17191702
NTAN1	chr16	15039212	15057344
NTF3	chr12	5473559	5474725
NTF4	chr19	54256216	54258936
NTF6B	chr19	54233548	54234321
NTHL1	chr16	2029817	2037868
NTN1	chr17	8865584	9088042
NTN2L	chr16	2461501	2464147
NTN4	chr12	94575715	94708667
NTNG1	chr1	107485184	107827603
NTNG2	chr9	134027155	134109742
NTRK1	chr1	155052166	155118266
NTRK2	chr9	86473286	86828325
NTRK3	chr15	86203986	86600982
NTS	chr12	84792204	84800894
NTSR1	chr20	60810634	60864567
NTSR2	chr2	11715756	11727876
NUAK1	chr12	104981255	105057941
NUAK2	chr1	203537816	203557506
NUB1	chr7	150669791	150706463
NUBP1	chr16	10745199	10770709
NUBP2	chr16	1770657	1779187
NUBPL	chr14	31100342	31400150
NUCB1	chr19	54095119	54118340
NUCB2	chr11	17254862	17309646
NUCKS1	chr1	203953732	203985920
NUDC	chr1	27120811	27145474
NUDCD1	chr8	110322325	110415491
NUDCD2	chr5	162813169	162819721
NUDCD3	chr7	44389716	44496771
NUDT1	chr7	2248383	2257306
NUDT10	chrX	51091823	51097107
NUDT11	chrX	51249603	51256188
NUDT12	chr5	102912456	102926389
NUDT13	chr10	74540216	74561584
NUDT14	chr14	104710321	104718686
NUDT15	chr13	47509704	47519283
NUDT16	chr3	132583397	132587619
NUDT16L1	chr16	4683720	4685857
NUDT16P	chr3	132563454	132564081
NUDT17	chr1	144297502	144300792
NUDT18	chr8	22020328	22023403
NUDT19	chr19	37874707	37896541
NUDT2	chr9	34319504	34333709
NUDT21	chr16	55020549	55042762
NUDT22	chr11	63750338	63754063
NUDT3	chr6	34363982	34468419
NUDT4	chr12	92295832	92321155
NUDT5	chr10	12248508	12277871
NUDT6	chr4	124033256	124063573
NUDT7	chr16	76313912	76333652
NUDT8	chr11	67151986	67153968
NUDT9	chr4	88562759	88598519
NUF2	chr1	161558347	161592177
NUFIP1	chr13	44411384	44461571
NUFIP2	chr17	24606981	24645292
NUMA1	chr11	71387841	71469221
NUMB	chr14	72811671	72892230
NUMBL	chr19	45863650	45888396
NUP107	chr12	67366998	67422739
NUP133	chr1	227643667	227710711
NUP153	chr6	17723248	17814797
NUP155	chr5	37327698	37406954
NUP160	chr11	47756246	47826633
NUP188	chr9	130749798	130809195
NUP205	chr7	134893228	134984029
NUP210	chr3	13332737	13436809
NUP210L	chr1	152231794	152394216
NUP214	chr9	132990802	133098909
NUP35	chr2	183690487	183734411
NUP37	chr12	100992105	101036491
NUP43	chr6	150087147	150109507
NUP50	chr22	43938390	43962556
NUP54	chr4	77254842	77288679
NUP62	chr19	55101898	55124598
NUP62CL	chrX	106253367	106336319
NUP85	chr17	70713192	70743449
NUP88	chr17	5230146	5263720
NUP93	chr16	55321573	55436177
NUP98	chr11	3652817	3775468
NUPL1	chr13	24773666	24814561
NUPL2	chr7	23188011	23207149
NUS1	chr6	118103310	118138577
NUSAP1	chr15	39412361	39460535
NUTF2	chr16	66438331	66462727
NVL	chr1	222481671	222584507
NWD1	chr19	16703001	16789756
NXF1	chr11	62316174	62329540
NXF2	chrX	101356936	101368441
NXF2B	chrX	101601896	101613388
NXF3	chrX	102217408	102234683
NXF4	chrX	101691549	101713277
NXF5	chrX	100973741	100999205
NXN	chr17	649335	829760
NXNL1	chr19	17427236	17432725
NXNL2	chr9	90339840	90380521
NXPH1	chr7	8440110	8759118
NXPH2	chr2	139144812	139254388
NXPH3	chr17	45008219	45012718
NXPH4	chr12	55896845	55906493
NXT1	chr20	23279373	23283408
NXT2	chrX	108665666	108674569
NYX	chrX	41191631	41219907
OAF	chr11	119586957	119605859
OAS1	chr12	111829228	111854177
OAS2	chr12	111900657	111933911
OAS3	chr12	111860540	111900791
OASL	chr12	119942504	119961342
OAT	chr10	126075862	126097450
