geneid	chr	left	right
LINC00692	chr3	25900024	25915189
LINC00696	chr3	52097076	52097567
LINC00908	chr18	74240677	74322925
LINC00923	chr15	98285852	98417780
LINC00935	chr12	49121218	49159569
LINC00955	chr4	3578596	3591731
LINC00998	chr7	112756773	112758668
LINC00999	chr10	38717074	38736820
LINGO1	chr15	77908175	78113242
LINGO2	chr9	27948076	28670283
LINGO3	chr19	2289774	2308156
LINGO4	chr1	151772740	151778630
LINS	chr15	101107119	101142445
LIPA	chr10	90973326	91174314
LIPC	chr15	58702768	58861072
LIPE	chr19	42905659	42931578
LIPF	chr10	90424198	90438568
LIPG	chr18	47088401	47119272
LIPH	chr3	185224050	185270401
LIPI	chr21	15481134	15583166
LIPJ	chr10	90346519	90366733
LIPK	chr10	90484301	90512543
LIPM	chr10	90562487	90580258
LIPN	chr10	90521163	90537999
LIPT1	chr2	99771418	99779620
LIPT2	chr11	74202888	74204778
LITAF	chr16	11650413	11730237
LIX1	chr5	96427574	96478576
LIX1L	chr1	145477085	145501669
LL22NC03-63E9.3	chr22	22901750	22909007
LL22NC03-75H12.2	chr22	47857048	47882860
LLGL1	chr17	18128901	18148189
LLGL2	chr17	73521807	73571289
LLPH	chr12	66516842	66524548
LMAN1	chr18	56995055	57027194
LMAN1L	chr15	75105057	75118099
LMAN2	chr5	176758563	176778853
LMAN2L	chr2	97371666	97405800
LMBR1	chr7	156470485	156685924
LMBR1L	chr12	49490919	49504681
LMBRD1	chr6	70385694	70507003
LMBRD2	chr5	36098514	36152063
LMCD1	chr3	8543393	8609805
LMF1	chr16	903634	1020999
LMF2	chr22	50941376	50946135
LMLN	chr3	197687071	197770591
LMNA	chr1	156052369	156107656
LMNB1	chr5	126112840	126172712
LMNB2	chr19	2428164	2456994
LMO1	chr11	8245861	8290263
LMO2	chr11	33880122	33913836
LMO3	chr12	16703133	16763460
LMO4	chr1	87794151	87814606
LMO7	chr13	76194570	76434004
LMOD1	chr1	201865580	201915715
LMOD2	chr7	123295861	123304344
LMOD3	chr3	69156023	69171717
LMTK2	chr7	97736197	97838945
LMTK3	chr19	48988528	49016446
LMX1A	chr1	165171104	165325952
LMX1B	chr9	129376722	129463311
LNP1	chr3	100120037	100175163
LNPEP	chr5	96271168	96373219
LNX1	chr4	54326623	54457783
LNX2	chr13	28120050	28194541
LOH12CR1	chr12	12510055	12619840
LOH12CR2	chr12	12508342	12510001
LONP1	chr19	5691846	5720583
LONP2	chr16	48278207	48391260
LONRF1	chr8	12579403	12612999
LONRF2	chr2	100889753	100939195
LONRF3	chrX	118108581	118152318
LOR	chr1	153232176	153234598
LOX	chr5	121398890	121413980
LOXHD1	chr18	44057223	44236996
LOXL1	chr15	74218799	74244478
LOXL2	chr8	23154702	23261753
LOXL3	chr2	74759565	74781062
LOXL4	chr10	100007447	100028007
LPA	chr6	160952515	161087407
LPAR1	chr9	113635543	113800323
LPAR2	chr19	19734478	19739739
LPAR3	chr1	85279087	85358896
LPAR4	chrX	78003225	78012591
LPAR5	chr12	6728001	6745613
LPAR6	chr13	48985181	49018840
LPCAT1	chr5	1461538	1524092
LPCAT2	chr16	55542910	55620582
LPCAT3	chr12	7085348	7125814
LPCAT4	chr15	34651106	34659479
LPGAT1	chr1	211916799	212004114
LPHN1	chr19	14260750	14316999
LPHN2	chr1	81771851	82458106
LPHN3	chr4	62066976	62944053
LPIN1	chr2	11817721	11965013
LPIN2	chr18	2916992	3011945
LPIN3	chr20	39969560	39989222
LPL	chr8	19759228	19811662
LPO	chr17	56295909	56345587
LPP	chr3	187930721	188608460
LPPR1	chr9	103790991	104087417
LPPR3	chr19	812518	821967
LPPR4	chr1	99729509	99775146
LPPR5	chr1	99355806	99470588
LPXN	chr11	58294344	58345639
LRAT	chr4	155548113	155665685
LRBA	chr4	151185594	151936879
LRCH1	chr13	47127303	47327175
LRCH2	chrX	114345185	114468635
LRCH3	chr3	197518106	197615307
LRCH4	chr7	100172283	100183776
LRFN1	chr19	39797208	39805976
LRFN2	chr6	40359325	40555204
LRFN3	chr19	36426452	36436669
LRFN4	chr11	66624589	66627946
LRFN5	chr14	42076773	42373752
LRG1	chr19	4536421	4540486
LRGUK	chr7	133812052	133949343
LRIF1	chr1	111489807	111506701
LRIG1	chr3	66429221	66551435
LRIG2	chr1	113615831	113674882
LRIG3	chr12	59265931	59314303
LRIT1	chr10	85991349	86001217
LRIT2	chr10	85980254	85985282
LRIT3	chr4	110769358	110793471
LRLE1	chr8	8046158	8046331
LRMP	chr12	25205521	25261268
LRP1	chr12	57522282	57607134
LRP10	chr14	23340822	23350789
LRP11	chr6	150139934	150185162
LRP12	chr8	105501459	105601252
LRP1B	chr2	140988992	142889270
LRP2	chr2	169983619	170219195
LRP2BP	chr4	186288218	186317053
LRP3	chr19	33668509	33696197
LRP4	chr11	46878419	46940173
LRP5	chr11	68080077	68216743
LRP5L	chr22	25747424	25801344
LRP6	chr12	12268959	12419746
LRP8	chr1	53711217	53793686
LRPAP1	chr4	3508103	3534286
LRPPRC	chr2	44113647	44223144
LRR1	chr14	50065415	50081390
LRRC1	chr6	53659778	53788919
LRRC10	chr12	70002351	70004942
LRRC10B	chr11	61276272	61278482
LRRC14	chr8	145743391	145750557
LRRC14B	chr5	191626	195468
LRRC15	chr3	194075976	194090472
LRRC16A	chr6	25279656	25620758
LRRC16B	chr14	24521209	24538937
LRRC17	chr7	102553438	102585396
LRRC18	chr10	50121294	50143242
LRRC19	chr9	26993134	27005691
LRRC2	chr3	46559839	46621589
LRRC20	chr10	72058732	72142382
LRRC23	chr12	6982733	7016897
LRRC24	chr8	145747761	145752402
LRRC25	chr19	18501954	18508427
LRRC26	chr9	140063210	140064503
LRRC27	chr10	134145614	134195010
LRRC28	chr15	99791567	99930934
LRRC29	chr16	67241042	67260913
LRRC3	chr21	45875369	45878739
LRRC30	chr18	7231123	7232045
LRRC31	chr3	169557029	169587718
LRRC32	chr11	76368568	76381791
LRRC34	chr3	169511261	169530774
LRRC36	chr16	67360747	67419103
LRRC37A	chr17	44370099	44415158
LRRC37A2	chr17	44588877	44633016
LRRC37A3	chr17	62850430	62915586
LRRC37B	chr17	30335007	30380505
LRRC38	chr1	13801445	13840543
LRRC39	chr1	100614409	100643771
LRRC3B	chr3	26664297	26752267
LRRC3C	chr17	38097727	38101000
LRRC3DN	chr21	45879814	45882078
LRRC4	chr7	127667124	127671123
LRRC40	chr1	70610488	70671303
LRRC41	chr1	46744072	46769280
LRRC42	chr1	54411750	54433841
LRRC43	chr12	122652285	122676021
LRRC45	chr17	79981178	79989027
LRRC46	chr17	45908993	45915079
LRRC47	chr1	3696784	3713068
LRRC48	chr17	17876127	17920185
LRRC49	chr15	71145578	71341973
LRRC4B	chr19	51020149	51071302
LRRC4C	chr11	40135843	41481323
LRRC52	chr1	165513244	165533198
LRRC53	chr1	74935562	74978298
LRRC55	chr11	56949221	56959191
LRRC56	chr11	537527	554916
LRRC57	chr15	42834720	42841000
LRRC58	chr3	120043356	120068186
LRRC59	chr17	48458599	48474914
LRRC6	chr8	133584320	133687838
LRRC61	chr7	150020376	150035239
LRRC63	chr13	46787170	46851501
LRRC66	chr4	52859868	52883786
LRRC69	chr8	92114873	92231355
LRRC7	chr1	70034081	70589171
LRRC70	chr5	61874562	61877275
LRRC71	chr1	156890442	156902886
LRRC72	chr7	16566521	16621193
LRRC73	chr6	43474707	43478424
LRRC8A	chr9	131644391	131680318
LRRC8B	chr1	89990462	90063423
LRRC8C	chr1	90098631	90185092
LRRC8D	chr1	90286591	90402170
LRRC8E	chr19	7953390	7966901
LRRC9	chr14	60386431	60530277
LRRCC1	chr8	86019382	86058311
LRRD1	chr7	91770957	91808845
LRRFIP1	chr2	238536219	238688958
LRRFIP2	chr3	37094117	37217851
LRRIQ1	chr12	85430149	85638883
LRRIQ3	chr1	74491715	74663871
LRRIQ4	chr3	169539710	169555563
LRRK1	chr15	101459420	101610317
LRRK2	chr12	40618876	40763083
LRRN1	chr3	3841121	3889387
LRRN2	chr1	204586298	204654861
LRRN3	chr7	110731062	110765507
LRRN4	chr20	6021424	6034695
LRRN4CL	chr11	62453874	62457371
LRRTM1	chr2	80529003	80531874
LRRTM2	chr5	138204612	138210979
LRRTM3	chr10	68685764	68859588
LRRTM4	chr2	76974845	77749465
LRSAM1	chr9	130213765	130265780
LRTM1	chr3	54952360	55001115
LRTM2	chr12	1929433	1945918
LRTOMT	chr11	71791382	71821828
LRWD1	chr7	102105376	102113615
LSAMP	chr3	115529164	117716095
LSG1	chr3	194361517	194393206
LSM1	chr8	38020839	38034234
LSM10	chr1	36859031	36863493
LSM11	chr5	157170703	157187717
LSM12	chr17	42112003	42144987
LSM14A	chr19	34663471	34720420
LSM14B	chr20	60697517	60710434
LSM2	chr6	31765173	31774761
LSM3	chr3	14219858	14242619
LSM4	chr19	18417040	18434084
LSM5	chr7	32526417	32534895
LSM6	chr4	147096837	147111196
LSM7	chr19	2321516	2328619
LSMD1	chr17	7760004	7788527
LSMEM1	chr7	112121046	112131117
LSMEM2	chr3	50316458	50325545
LSP1	chr11	1874200	1913493
LSR	chr19	35739295	35758865
LSS	chr21	47608055	47648736
LST1	chr6	31553901	31556686
LST3	chr12	20968608	21243179
LTA	chr6	31539831	31542101
LTA4H	chr12	96394608	96437255
LTB	chr6	31548332	31550204
LTB4R	chr14	24780705	24786152
LTB4R2	chr14	24774940	24780351
LTBP1	chr2	33172039	33624426
LTBP2	chr14	74964873	75079034
LTBP3	chr11	65306882	65326401
LTBP4	chr19	41099072	41135725
LTBR	chr12	6484595	6500390
LTC4S	chr5	179220987	179223513
LTF	chr3	46477692	46526724
LTK	chr15	41795836	41806077
LTN1	chr21	30300466	30365270
LTV1	chr6	144164481	144184949
LUC7L	chr16	238968	279462
LUC7L2	chr7	139026106	139107345
LUC7L3	chr17	48796905	48833574
LUM	chr12	91496406	91505608
LURAP1	chr1	46669006	46686933
LURAP1L	chr9	12775020	12822130
LUZP1	chr1	23410523	23504301
LUZP2	chr11	24518757	25104150
LUZP4	chrX	114524293	114542119
LUZP6	chr7	135612022	135612198
LUZPP1	chr3	46598888	46601178
LXN	chr3	158363611	158387382
LY6D	chr8	143866296	143868008
LY6E	chr8	144099970	144105249
LY6G5B	chr6	31637944	31641323
LY6G5C	chr6	31644461	31651817
LY6G6C	chr6	31686425	31689622
LY6G6D	chr6	31683133	31685581
LY6G6E	chr6	31679548	31681842
LY6G6F	chr6	31674640	31685581
LY6H	chr8	144239331	144242128
LY6K	chr8	143781529	143786545
LY75	chr2	160628362	160761193
LY75-CD302	chr2	160628362	160761221
LY86	chr6	6588341	6655216
LY9	chr1	160765864	160798051
LY96	chr8	74903587	74941322
LYAR	chr4	4269428	4291896
LYG1	chr2	99900720	99921205
LYG2	chr2	99858717	99871570
LYL1	chr19	13209847	13213681
LYN	chr8	56792394	56923940
LYNX1	chr8	143845756	143859640
LYPD1	chr2	133403360	133429152
LYPD2	chr8	143831568	143833952
LYPD3	chr19	43964939	43969812
LYPD4	chr19	42341148	42348760
LYPD5	chr19	44302654	44331351
LYPD6	chr2	150186499	150330137
LYPD6B	chr2	149894981	150071776
LYPD8	chr1	248902716	248903150
LYPLA1	chr8	54958938	55014577
LYPLA2	chr1	24117460	24122029
LYPLAL1	chr1	219347186	219386207
LYRM1	chr16	20911557	20936326
LYRM2	chr6	90331098	90348453
LYRM4	chr6	5102827	5261172
LYRM5	chr12	25348211	25362579
LYRM7	chr5	130506503	130541119
LYRM9	chr17	26205384	26220385
LYSMD1	chr1	151132224	151138395
LYSMD2	chr15	52015266	52043782
LYSMD3	chr5	89811443	89825398
LYSMD4	chr15	100267610	100273626
LYST	chr1	235824341	236030220
LYVE1	chr11	10578513	10590238
LYZ	chr12	69742121	69748014
LYZL1	chr10	29577990	29600161
LYZL2	chr10	30900718	30918691
LYZL4	chr3	42438570	42452092
LYZL6	chr17	34261535	34270703
LZIC	chr1	9988997	10003387
LZTFL1	chr3	45867458	45957534
LZTR1	chr22	21336302	21353327
LZTS1	chr8	20103676	20161474
LZTS2	chr10	102756829	102767593
LZTS3	chr20	3143263	3154192
M1AP	chr2	74785010	74875164
M6PR	chr12	9092961	9102551
MAATS1	chr3	119421869	119485949
MAB21L1	chr13	36047926	36050832
MAB21L2	chr4	151503077	151505843
MAB21L3	chr1	116654376	116677861
MACC1	chr7	20174278	20257013
MACF1	chr1	39549034	39952789
MACROD1	chr11	63766030	63933533
MACROD2	chr20	13976015	16033842
MAD1L1	chr7	1855430	2272878
MAD2L1	chr4	120976763	120988229
MAD2L1BP	chr6	43597277	43608656
MAD2L2	chr1	11734537	11751707
MADCAM1	chr19	489176	505342
MADD	chr11	47290927	47351582
MAEA	chr4	1283639	1333925
MAEL	chr1	166958346	166991451
MAF	chr16	79619740	79633799
MAF1	chr8	145159402	145162514
MAFA	chr8	144510230	144512576
MAFB	chr20	39314488	39317880
MAFF	chr22	38597889	38612518
MAFG	chr17	79876146	79885590
MAFK	chr7	1570350	1582679
MAG	chr19	35783028	35804707
MAGEA1	chrX	152481522	152486115
MAGEA10	chrX	151301782	151307025
MAGEA11	chrX	148770484	148798926
MAGEA12	chrX	151899293	151903184
MAGEA2	chrX	151918388	151922364
MAGEA2B	chrX	151883090	151887096
MAGEA3	chrX	151934652	151938240
MAGEA4	chrX	151081361	151093642
MAGEA6	chrX	151867214	151870825
MAGEA8	chrX	149009941	149014609
MAGEA9	chrX	148863600	148869397
MAGEA9B	chrX	148663309	148669116
MAGEB1	chrX	30261847	30270155
MAGEB10	chrX	27826107	27841131
MAGEB16	chrX	35816459	35821852
MAGEB17	chrX	16185604	16189587
MAGEB18	chrX	26156460	26158852
MAGEB2	chrX	30233677	30238206
MAGEB3	chrX	30248553	30255607
MAGEB4	chrX	30260057	30262293
MAGEB5	chrX	26234286	26236387
MAGEB6	chrX	26210557	26213763
MAGEC1	chrX	140991680	140997174
MAGEC2	chrX	141290131	141293076
MAGEC3	chrX	140926102	140985618
MAGED1	chrX	51546103	51645450
MAGED2	chrX	54834032	54842440
MAGED4	chrX	51927919	51935364
MAGED4B	chrX	51804923	51812368
MAGEE1	chrX	75648046	75651744
MAGEE2	chrX	75002823	75005079
MAGEF1	chr3	184428156	184429836
MAGEH1	chrX	55478538	55479998
MAGEL2	chr15	23888691	23891175
MAGI1	chr3	65339200	66023983
MAGI2	chr7	77646393	79082890
MAGI3	chr1	113933581	114228545
MAGIX	chrX	49020243	49024822
MAGOH	chr1	53692564	53704282
MAGOHB	chr12	10758612	10766222
MAGT1	chrX	77081861	77151090
MAK	chr6	10762956	10838764
MAK16	chr8	33342268	33358778
MAL	chr2	95691429	95719737
MAL2	chr8	120220610	120257909
MALL	chr2	110841447	110874143
MALSU1	chr7	23338819	23351348
MALT1	chr18	56338618	56417371
MAMDC2	chr9	72658497	72841886
MAMDC4	chr9	139746819	139755249
MAML1	chr5	179159851	179204287
MAML2	chr11	95709762	96076344
MAML3	chr4	140637907	141075338
MAMLD1	chrX	149531551	149682448
MAMSTR	chr19	49215999	49222978
MAN1A1	chr6	119498374	119670926
MAN1A2	chr1	117910071	118071494
MAN1B1	chr9	139981379	140003635
MAN1C1	chr1	25943959	26112698
MAN2A1	chr5	109025067	109202879
MAN2A2	chr15	91447420	91465814
MAN2B1	chr19	12757327	12777556
MAN2B2	chr4	6576902	6625089
MAN2C1	chr15	75648133	75660971
MANBA	chr4	103553050	103682151
MANBAL	chr20	35918041	35945663
MANEA	chr6	96025419	96057333
MANEAL	chr1	38259474	38266805
MANF	chr3	51422478	51426828
MANSC1	chr12	12482198	12503475
MANSC4	chr12	27915671	27924209
MAOA	chrX	43515467	43606068
MAOB	chrX	43625858	43741693
MAP10	chr1	232940643	232946092
MAP1A	chr15	43803156	43823818
MAP1B	chr5	71403061	71505395
MAP1LC3A	chr20	33134658	33148149
MAP1LC3B	chr16	87425406	87438385
MAP1LC3B2	chr12	116997186	117014425
MAP1LC3C	chr1	242158792	242162375
MAP1S	chr19	17830161	17845325
MAP2	chr2	210288782	210595242
MAP2K1	chr15	66679155	66784650
MAP2K2	chr19	4090319	4124126
MAP2K3	chr17	21187984	21218552
MAP2K4	chr17	11924141	12047140
MAP2K5	chr15	67835047	68099461
MAP2K6	chr17	67410839	67539472
MAP2K7	chr19	7968728	7979363
MAP3K1	chr5	56111401	56191979
MAP3K10	chr19	40697651	40721482
MAP3K11	chr11	65365226	65381713
MAP3K12	chr12	53874280	53893399
MAP3K13	chr3	185000741	185200537
MAP3K15	chrX	19378174	19533379
MAP3K19	chr2	135722061	135782248
MAP3K2	chr2	128056306	128146041
MAP3K3	chr17	61699802	61773663
MAP3K4	chr6	161412759	161538417
MAP3K5	chr6	136878185	137113656
MAP3K6	chr1	27681680	27693383
MAP3K7	chr6	91223292	91296764
MAP3K7CL	chr21	30449954	30548210
MAP3K8	chr10	30722866	30750761
MAP3K9	chr14	71189243	71275888
MAP4	chr3	47892182	48130769
MAP4K1	chr19	39078286	39109522
MAP4K2	chr11	64556609	64570713
MAP4K3	chr2	39476407	39664453
MAP4K4	chr2	102314488	102511149
MAP4K5	chr14	50885243	50999327
MAP6	chr11	75297963	75380165
MAP6D1	chr3	183533664	183543366
MAP7	chr6	136663875	136871957
MAP7D1	chr1	36621566	36646450
MAP7D2	chrX	20024831	20135016
MAP7D3	chrX	135298979	135338641
MAP9	chr4	156263810	156298122
MAPK1	chr22	22108789	22221919
MAPK10	chr4	86937632	87374283
MAPK11	chr22	50702142	50708822
MAPK12	chr22	50691332	50700254
MAPK13	chr6	36098098	36107842
MAPK14	chr6	35995488	36079013
MAPK15	chr8	144798429	144804628
MAPK1IP1L	chr14	55518349	55536910
MAPK3	chr16	30125427	30134630
MAPK4	chr18	48086448	48258194
MAPK6	chr15	52311398	52358462
MAPK7	chr17	19281034	19286856
MAPK8	chr10	49514733	49647403
MAPK8IP1	chr11	45907202	45928016
MAPK8IP2	chr22	51039114	51049979
MAPK8IP3	chr16	1756184	1820318
MAPK9	chr5	179660143	179719099
MAPKAP1	chr9	128199673	128469513
MAPKAPK2	chr1	206858382	206907628
MAPKAPK3	chr3	50649339	50686720
MAPKAPK5	chr12	112279782	112331220
MAPKBP1	chr15	42066632	42120053
MAPRE1	chr20	31407699	31438211
MAPRE2	chr18	32556892	32722378
MAPRE3	chr2	27193480	27250064
MAPT	chr17	43971748	44105700
MARC1	chr1	220960101	220987730
MARC2	chr1	220921676	220958150
MARCH1	chr4	164445870	165305202
MARCH10	chr17	60778676	60885705
MARCH11	chr5	16067248	16179884
MARCH2	chr19	8478154	8503888
MARCH3	chr5	126203406	126366500
MARCH4	chr2	217122588	217236750
MARCH5	chr10	94050920	94113721
MARCH6	chr5	10353879	10440500
MARCH7	chr2	160569010	160627538
MARCH8	chr10	45952817	46090354
MARCH9	chr12	58148881	58154190
MARCKS	chr6	114178541	114184648
MARCKSL1	chr1	32799433	32801980
MARCO	chr2	119699742	119752236
MARK1	chr1	220701568	220837803
MARK2	chr11	63606400	63678491
MARK3	chr14	103851857	103970163
MARK4	chr19	45582546	45769504
MARS	chr12	57881740	57910432
MARS2	chr2	198570087	198573113
MARVELD1	chr10	99473481	99477907
MARVELD2	chr5	68710954	68740157
MARVELD3	chr16	71660090	71675868
MAS1	chr6	160327974	160329108
MAS1L	chr6	29454474	29455738
MASP1	chr3	186935942	187009810
MASP2	chr1	11086580	11107280
MAST1	chr19	12949348	12985765
MAST2	chr1	46269285	46501796
MAST3	chr19	18208603	18262502
MAST4	chr5	65892176	66465423
MASTL	chr10	27443753	27475848
MAT1A	chr10	82031576	82049440
MAT2A	chr2	85766288	85772403
MAT2B	chr5	162930120	162946342
MATK	chr19	3777973	3801810
MATN1	chr1	31184124	31196434
MATN2	chr8	98881311	99048944
MATN3	chr2	20191872	20212455
MATN4	chr20	43922116	43937169
MATR3	chr5	138609793	138667360
MAU2	chr19	19431630	19469563
MAVS	chr20	3827490	3849280
MAX	chr14	65472892	65569105
MAZ	chr16	29817427	29822481
MB	chr22	36006931	36033998
MB21D1	chr6	74123238	74161982
MB21D2	chr3	192514604	192635950
MBD1	chr18	47793252	47807829
MBD2	chr18	51679079	51751158
MBD3	chr19	1576677	1592882
MBD3L1	chr19	8943074	8953995
MBD3L2	chr19	7049332	7051746
MBD3L3	chr19	7056220	7058651
MBD3L4	chr19	7037759	7040190
MBD3L5	chr19	7030589	7033022
MBD4	chr3	129149787	129158872
MBD5	chr2	148778580	149271020
MBD6	chr12	57916527	57923931
MBIP	chr14	36767770	36789882
MBL2	chr10	54525140	54531460
MBLAC1	chr7	99724317	99726118
MBLAC2	chr5	89754020	89770585
MBNL1	chr3	151985829	152183568
MBNL2	chr13	97873688	98046374
MBNL3	chrX	131513232	131623996
MBOAT1	chr6	20100935	20212670
MBOAT2	chr2	8992820	9143942
MBOAT4	chr8	29989340	30002202
MBOAT7	chr19	54677107	54693733
MBP	chr18	74690790	74844774
MBTD1	chr17	49254786	49337427
MBTPS1	chr16	84087371	84150511
MBTPS2	chrX	21857754	21903542
MC1R	chr16	89979826	89987381
MC2R	chr18	13882043	13915539
MC3R	chr20	54823788	54824871
MC4R	chr18	58038564	58040001
MC5R	chr18	13824154	13826283
MCAM	chr11	119179241	119187826
MCAT	chr22	43528212	43539400
MCC	chr5	112362999	112824527
MCCC1	chr3	182733006	182833863
MCCC2	chr5	70883124	70954531
MCCD1	chr6	31496494	31498009
MCEE	chr2	71336814	71357367
MCF2	chrX	138663930	138790375
MCF2L	chr13	113548692	113751175
MCF2L2	chr3	182895831	183146063
MCFD2	chr2	47129009	47168994
MCHR1	chr22	41074754	41078818
MCHR2	chr6	100367786	100442099
MCIDAS	chr5	54515793	54523143
MCL1	chr1	150547032	150552066
MCM10	chr10	13203554	13253104
MCM2	chr3	127317066	127341276
MCM3	chr6	52128807	52149635
MCM3AP	chr21	47655047	47706211
MCM4	chr8	48873458	48890720
MCM5	chr22	35796056	35821423
MCM6	chr2	136597196	136633996
MCM7	chr7	99690403	99699563
MCM8	chr20	5931298	5975852
MCM9	chr6	119134605	119256327
MCMBP	chr10	121588972	121632266
MCMDC2	chr8	67782984	67834283
MCOLN1	chr19	7587512	7598895
MCOLN2	chr1	85391268	85462623
MCOLN3	chr1	85483765	85514129
MCPH1	chr8	6264113	6501144
MCRS1	chr12	49952103	49961936
MCTP1	chr5	94040805	94620279
MCTP2	chr15	94841495	95023591
MCTS1	chrX	119737835	119746334
MCU	chr10	74451889	74647452
MCUR1	chr6	13786789	13814800
MDC1	chr6	30667584	30685666
MDFI	chr6	41604806	41621977
MDFIC	chr7	114562209	114659256
MDGA1	chr6	37600284	37665766
MDGA2	chr14	47309295	48144157
MDH1	chr2	63815743	63834331
MDH1B	chr2	207602487	207630271
MDH2	chr7	75677385	75696826
MDK	chr11	46402306	46405349
MDM1	chr12	68688348	68726112
MDM2	chr12	69201956	69239214
MDM4	chr1	204485534	204542871
MDN1	chr6	90352218	90529442
MDP1	chr14	24683143	24685273
MDS2	chr1	23953824	23967058
ME1	chr6	83920108	84140790
ME2	chr18	48405419	48474691
ME3	chr11	86152152	86383678
MEA1	chr6	42979832	42981706
MEAF6	chr1	37958176	37980364
MECOM	chr3	168802549	169381258
MECP2	chrX	153287024	153363212
MECR	chr1	29519385	29557436
MED1	chr17	37560538	37607521
MED10	chr5	6371994	6378707
MED11	chr17	4634729	4636905
MED12	chrX	70338406	70362303
MED12L	chr3	150804676	151154860
MED13	chr17	60019966	60142643
MED13L	chr12	116396381	116715143
MED14	chrX	40507558	40594783
MED15	chr22	20861886	20941918
MED16	chr19	867962	893218
MED17	chr11	93517393	93547861
MED18	chr1	28655549	28662476
MED19	chr11	57471186	57479681
MED20	chr6	41873092	41888837
MED21	chr12	27175479	27183689
MED22	chr9	136205160	136214558
MED23	chr6	131895106	131949345
MED24	chr17	38175351	38210660
MED25	chr19	50321546	50340236
MED26	chr19	16685730	16739017
MED27	chr9	134735494	134955295
MED28	chr4	17616254	17635728
MED29	chr19	39881951	39891277
MED30	chr8	118532952	118552501
MED31	chr17	6546635	6554954
MED4	chr13	48650092	48669240
MED6	chr14	71047974	71067360
MED7	chr5	156565857	156586030
MED8	chr1	43849588	43855479
MED9	chr17	17380300	17396540
MEDAG	chr13	31480328	31499709
MEF2A	chr15	100017370	100256627
MEF2B	chr19	19256379	19303400
MEF2BNB	chr19	19287715	19303398
MEF2BNB-MEF2B	chr19	19256376	19302940
MEF2C	chr5	88013975	88199899
MEF2D	chr1	156433519	156470620
MEFV	chr16	3292028	3306627
MEGF10	chr5	126626523	126796914
MEGF11	chr15	66187417	66546085
MEGF6	chr1	3406490	3528059
MEGF8	chr19	42829761	42882921
MEGF9	chr9	123363091	123476748
MEGT1	chr6	31674681	31685695
MEI1	chr22	42095503	42195458
MEI4	chr6	78400375	78636691
MEIG1	chr10	15001438	15014850
MEIOB	chr16	1883988	1934295
MEIS1	chr2	66662532	66801001
MEIS2	chr15	37181406	37393406
MEIS3	chr19	47906381	47922780
MELK	chr9	36572892	36677678
MEMO1	chr2	32090129	32235626
MEN1	chr11	64570996	64578766
MEOX1	chr17	41717756	41739322
MEOX2	chr7	15650837	15726437
MEP1A	chr6	46761127	46807515
MEP1B	chr18	29769987	29800367
MEPCE	chr7	100026440	100031740
MEPE	chr4	88742563	88767969
MERTK	chr2	112656056	112787138
MESDC1	chr15	81293295	81296342
MESDC2	chr15	81268095	81282219
MESP1	chr15	90291892	90294541
MESP2	chr15	90303822	90321982
MEST	chr7	130126012	130146133
MET	chr7	116312446	116438440
METAP1	chr4	99916771	99983964
METAP1D	chr2	172864490	172947158
METAP2	chr12	95867727	95909615
METRN	chr16	765115	769655
METRNL	chr17	81037567	81052864
METTL1	chr12	58162254	58166576
METTL10	chr10	126448523	126480439
METTL11B	chr1	170115142	170136931
METTL12	chr11	62432781	62435580
METTL13	chr1	171750822	171766857
METTL14	chr4	119606523	119636588
METTL15	chr11	28129795	28355054
METTL16	chr17	2319370	2415180
METTL17	chr14	21457929	21465189
METTL18	chr1	169761670	169764107
METTL20	chr12	31800094	31821009
METTL21A	chr2	208445355	208489845
METTL21B	chr12	58166461	58176324
METTL21C	chr13	103338094	103346854
METTL22	chr16	8715545	8740079
METTL23	chr17	74722925	74730018
METTL24	chr6	110567131	110679475
METTL25	chr12	82752276	82873015
METTL2A	chr17	60501228	60527454
METTL2B	chr7	128116808	128146656
METTL3	chr14	21966282	21979517
METTL4	chr18	2537524	2571508
METTL5	chr2	170666591	170681415
METTL6	chr3	15422782	15469025
METTL7A	chr12	51317255	51326293
METTL7B	chr12	56075330	56078395
METTL8	chr2	172173919	172290596
METTL9	chr16	21608543	21666645
MEX3A	chr1	156041804	156051789
MEX3B	chr15	82334119	82338482
MEX3C	chr18	48700920	48723690
MEX3D	chr19	1554668	1568057
MFAP1	chr15	44096690	44117000
MFAP2	chr1	17300997	17307330
MFAP3	chr5	153418519	153437014
MFAP3L	chr4	170907749	170947559
MFAP4	chr17	19286755	19290553
MFAP5	chr12	8789942	8814669
MFF	chr2	228189885	228222550
MFGE8	chr15	89441945	89456642
MFHAS1	chr8	8640864	8751155
MFI2	chr3	196728611	196756687
MFN1	chr3	179065480	179112719
MFN2	chr1	12040238	12073571
MFNG	chr22	37865103	37882439
MFRP	chr11	119209652	119217383
MFSD1	chr3	158449987	158525210
MFSD10	chr4	2932292	2936586
MFSD11	chr17	74731947	74774899
MFSD12	chr19	3547325	3573627
MFSD2A	chr1	40420802	40435638
MFSD2B	chr2	24232967	24249645
MFSD3	chr8	145734457	145736596
MFSD4	chr1	205538105	205572046
MFSD5	chr12	53645370	53648189
MFSD6	chr2	191273081	191367041
MFSD6L	chr17	8700436	8702667
MFSD7	chr4	675618	683230
MFSD8	chr4	128838960	128887104
