geneid	chr	left	right	source
KRTAP19P1	chr21	30804496	30804686	unprocessed_pseudogene
KRTAP19P2	chr21	30808802	30808988	unprocessed_pseudogene
KRTAP19P3	chr21	30831468	30831571	unprocessed_pseudogene
KRTAP2-1	chr17	36469018	36469892	protein_coding
KRTAP2-2	chr17	36456319	36457094	protein_coding
KRTAP2-4	chr17	36474894	36475657	protein_coding
KRTAP20-1	chr21	30910621	30910874	protein_coding
KRTAP20-2	chr21	30929426	30929809	protein_coding
KRTAP20-3	chr21	30937054	30937326	protein_coding
KRTAP20-4	chr21	30914817	30915040	protein_coding
KRTAP21-1	chr21	31049019	31049617	protein_coding
KRTAP21-2	chr21	31040983	31041422	protein_coding
KRTAP22-1	chr21	30895285	30895483	protein_coding
KRTAP22-2	chr21	30884295	30884587	protein_coding
KRTAP23-1	chr21	30642598	30642795	protein_coding
KRTAP24-1	chr21	30575498	30577147	protein_coding
KRTAP26-1	chr21	30613313	30614505	protein_coding
KRTAP27-1	chr21	30631202	30631883	protein_coding
KRTAP3-1	chr17	36418299	36418892	protein_coding
KRTAP3-2	chr17	36408971	36409672	protein_coding
KRTAP3-3	chr17	36403208	36403911	protein_coding
KRTAP4-1	chr17	36593880	36595120	protein_coding
KRTAP4-12	chr17	36532869	36533945	protein_coding
KRTAP4-14	chr17	36526959	36528138	protein_coding
KRTAP4-15	chr17	36549211	36550265	protein_coding
KRTAP4-2	chr17	36587224	36587986	protein_coding
KRTAP4-3	chr17	36577009	36577972	protein_coding
KRTAP4-4	chr17	36569431	36570509	protein_coding
KRTAP4-5	chr17	36558702	36559580	protein_coding
KRTAP4-8	chr17	36493928	36494510	protein_coding
KRTAP4-9	chr17	36515110	36516266	protein_coding
KRTAP5-1	chr11	1562148	1563089	protein_coding
KRTAP5-10	chr11	70954282	70957628	protein_coding
KRTAP5-11	chr11	70968408	70971531	protein_coding
KRTAP5-2	chr11	1575523	1576056	protein_coding
KRTAP5-3	chr11	1585371	1586269	protein_coding
KRTAP5-4	chr11	1598764	1599944	protein_coding
KRTAP5-5	chr11	1607581	1608513	protein_coding
KRTAP5-6	chr11	1675001	1675561	protein_coding
KRTAP5-7	chr11	70915961	70917368	protein_coding
KRTAP5-8	chr11	70926719	70927901	protein_coding
KRTAP5-9	chr11	70937210	70937943	protein_coding
KRTAP6-1	chr21	30907945	30911767	protein_coding
KRTAP6-2	chr21	30892780	30893092	protein_coding
KRTAP6-3	chr21	30886630	30887265	protein_coding
KRTAP8-1	chr21	31106886	31107441	protein_coding
KRTAP8P1	chr21	31096431	31096616	unprocessed_pseudogene
KRTAP8P2	chr21	31101121	31101308	unprocessed_pseudogene
KRTAP9-1	chr17	36598223	36600381	protein_coding
KRTAP9-2	chr17	36636426	36637429	protein_coding
KRTAP9-3	chr17	36642241	36643231	protein_coding
KRTAP9-4	chr17	36659465	36660430	protein_coding
KRTAP9-5	chr17	36665162	36666142	protein_coding
KRTAP9-8	chr17	36647823	36648782	protein_coding
KRTCAP2	chr1	153408509	153412428	protein_coding
KRTCAP3	chr2	27518767	27520667	protein_coding
KRTDAP	chr19	40670068	40673196	protein_coding
KS	chr3	25806575	25811028	protein_coding
KSR1	chr17	22807797	22974545	protein_coding
KSR2	chr12	116390010	116777724	protein_coding
KTELC1	chr3	120670489	120696240	protein_coding
KTI12	chr1	52270363	52272076	protein_coding
KTN1	chr14	55116678	55221054	protein_coding
KY	chr3	135805111	135852554	protein_coding
KYNU	chr2	143351537	143516309	protein_coding
L1TD1	chr1	62433084	62450586	protein_coding
L2HGDH	chr14	49774064	49848697	protein_coding
L3MBTL	chr20	41576467	41603948	protein_coding
L3MBTL2	chr22	39931259	39957220	protein_coding
L3MBTL3	chr6	130381427	130504275	protein_coding
L3MBTL4	chr18	5944705	6404910	protein_coding
LA16c-13E4.2	chr22	15014898	15031926	unprocessed_pseudogene
LA16c-13E4.3	chr22	15060767	15067245	unprocessed_pseudogene
LA16c-17H1.3	chr22	15266056	15266143	processed_pseudogene
LA16c-23H5.6	chr22	14804125	14807059	processed_pseudogene
LA16c-2F2.4	chr22	14725912	14735362	unprocessed_pseudogene
LA16c-2F2.5	chr22	14742385	14742561	unprocessed_pseudogene
LA16c-2F2.7	chr22	14744867	14746204	processed_pseudogene
LA16c-358B7.2	chr16	1319080	1319779	pseudogene
LA16c-4G1.4	chr22	14456052	14456172	unprocessed_pseudogene
LA16c-4G1.5	chr22	14464249	14464826	unprocessed_pseudogene
LA16c-58F10.2	chr22	14865399	14867973	unprocessed_pseudogene
LA16c-59E1.2	chr22	14713633	14722783	unprocessed_pseudogene
LA16c-60G3.5	chr22	14769485	14769602	unprocessed_pseudogene
LA16c-60G3.6	chr22	14779957	14816527	unprocessed_pseudogene
LA16c-60G3.7	chr22	14784698	14785874	processed_pseudogene
LA16c-60H5.5	chr22	14480517	14504973	unprocessed_pseudogene
LA16c-68B10.3	chr22	15284668	15286756	unprocessed_pseudogene
LA16c-68B10.4	chr22	15289690	15337613	unprocessed_pseudogene
LACE1	chr6	108722791	108950942	protein_coding
LACRT	chr12	53310864	53314946	protein_coding
LACTB	chr15	61201072	61221305	protein_coding
LACTB2	chr8	71712045	71743946	protein_coding
LAD1	chr1	199616593	199635292	protein_coding
LAG3	chr12	6751931	6757880	protein_coding
LAIR1	chr19	59557174	59573977	protein_coding
LAIR2	chr19	59705825	59713707	protein_coding
LALBA	chr12	47247735	47250096	protein_coding
LAMA1	chr18	6931888	7107813	protein_coding
LAMA2	chr6	129245979	129879401	protein_coding
LAMA3	chr18	19523560	19789025	protein_coding
LAMA4	chr6	112535827	112682521	protein_coding
LAMA5	chr20	60317516	60375763	protein_coding
LAMB1	chr7	107351499	107431040	protein_coding
LAMB2	chr3	49133552	49145603	protein_coding
LAMB3	chr1	207854843	207892443	protein_coding
LAMB4	chr7	107451232	107558036	protein_coding
LAMC1	chr1	181259218	181381350	protein_coding
LAMC2	chr1	181421797	181479158	protein_coding
LAMC3	chr9	132874325	132958267	protein_coding
LAMP1	chr13	112999470	113025742	protein_coding
LAMP3	chr3	184322697	184363361	protein_coding
LAMR1P1	chr20	49180732	49181611	processed_pseudogene
LANCL1	chr2	211004223	211049676	protein_coding
LANCL2	chr7	55400635	55468929	protein_coding
LAP3	chr4	17188025	17218688	protein_coding
LAPTM4A	chr2	20095894	20114926	protein_coding
LAPTM4B	chr8	98856985	98934002	protein_coding
LAPTM5	chr1	30977903	31003254	protein_coding
LARGE	chr22	31998847	32646326	protein_coding
LARP1	chr5	154072655	154177354	protein_coding
LARP2	chr4	129201953	129362995	protein_coding
LARP4	chr12	49080917	49160046	protein_coding
LARP5	chr10	845484	921702	protein_coding
LARP6	chr15	68910945	68933552	protein_coding
LARP7	chr4	113777569	113798190	protein_coding
LARS	chr5	145472783	145542487	protein_coding
LARS2	chr3	45405072	45565332	protein_coding
LASP1	chr17	34279894	34331541	protein_coding
LASS2	chr1	149204273	149214064	protein_coding
LASS3	chr15	98758123	98902448	protein_coding
LASS4	chr19	8180257	8233302	protein_coding
LASS5	chr12	48809875	48847412	protein_coding
LASS6	chr2	169021081	169339398	protein_coding
LAT	chr16	28903648	28909605	protein_coding
LAT2	chr7	73261662	73282097	protein_coding
LATS1	chr6	150023744	150081085	protein_coding
LATS2	chr13	20445178	20533676	protein_coding
LAX1	chr1	202000960	202012101	protein_coding
LAYN	chr11	110916443	110936998	protein_coding
LBH	chr2	30307907	30400100	protein_coding
LBP	chr20	36408299	36439067	protein_coding
LBR	chr1	223655828	223683142	protein_coding
LBX1	chr10	102976723	102978707	protein_coding
LBX2	chr2	74578153	74583951	protein_coding
LBXCOR1	chr15	65899096	65913228	protein_coding
LCAT	chr16	66531288	66535516	protein_coding
LCE1A	chr1	151065147	151067289	protein_coding
LCE1B	chr1	151051461	151051990	protein_coding
LCE1C	chr1	151043935	151045731	protein_coding
LCE1D	chr1	151035851	151037281	protein_coding
LCE1E	chr1	151025377	151027523	protein_coding
LCE1F	chr1	151015472	151015828	protein_coding
LCE2A	chr1	150937464	150938542	protein_coding
LCE2B	chr1	150925223	150926496	protein_coding
LCE2C	chr1	150914395	150915674	protein_coding
LCE2D	chr1	150902496	150903759	protein_coding
LCE3A	chr1	150861934	150862203	protein_coding
LCE3B	chr1	150852911	150853198	protein_coding
LCE3C	chr1	150839762	150840186	protein_coding
LCE3D	chr1	150818485	150819604	protein_coding
LCE3E	chr1	150804754	150805872	protein_coding
LCE4A	chr1	150947260	150948591	protein_coding
LCE5A	chr1	150749944	150751277	protein_coding
LCK	chr1	32489427	32524352	protein_coding
LCMT1	chr16	25030548	25097052	protein_coding
LCMT2	chr15	41407266	41410095	protein_coding
LCN1	chr9	137553105	137558199	protein_coding
LCN10	chr9	138752449	138757232	protein_coding
LCN12	chr9	138966589	138969767	protein_coding
LCN1L1	chr9	135090119	135093850	protein_coding
LCN2	chr9	129951171	129955233	protein_coding
LCN6	chr9	138758293	138762801	protein_coding
LCN8	chr9	138768661	138772816	protein_coding
LCN9	chr9	137694989	137697580	protein_coding
LCOR	chr10	98582029	98708680	protein_coding
LCORL	chr4	17453942	17632477	protein_coding
LCP1	chr13	45598097	45683484	protein_coding
LCP2	chr5	169607667	169657400	protein_coding
LCT	chr2	136261885	136311220	protein_coding
LCTL	chr15	64627590	64644889	protein_coding
LDB1	chr10	103857330	103864692	protein_coding
LDB2	chr4	16112265	16509425	protein_coding
LDB3	chr10	88418406	88485802	protein_coding
LDHA	chr11	18372709	18386341	protein_coding
LDHAL6A	chr11	18434007	18457723	protein_coding
LDHAL6B	chr15	57286334	57287997	protein_coding
LDHB	chr12	21679543	21702043	protein_coding
LDHC	chr11	18390429	18429366	protein_coding
LDHD	chr16	73703260	73708166	protein_coding
LDLR	chr19	11061132	11105490	protein_coding
LDLRAD1	chr1	54247094	54256391	protein_coding
LDLRAD2	chr1	22011345	22024301	protein_coding
LDLRAD3	chr11	35922204	36210262	protein_coding
LDLRAP1	chr1	25742663	25767964	protein_coding
LDOC1L	chr22	43267114	43272669	protein_coding
LEAP2	chr5	132235913	132238286	protein_coding
LECT1	chr13	52175405	52211948	protein_coding
LECT2	chr5	135310499	135318622	protein_coding
LEF1	chr4	109188150	109309027	protein_coding
LEFTY1	chr1	224140606	224143469	protein_coding
LEFTY2	chr1	224190927	224195543	protein_coding
LEKR1	chr3	158026790	158246612	protein_coding
LELP1	chr1	151442543	151444220	protein_coding
LEMD1	chr1	203617129	203685682	protein_coding
LEMD2	chr6	33846977	33864890	protein_coding
LEMD3	chr12	63849638	63928374	protein_coding
LENEP	chr1	153232686	153233414	protein_coding
LENG1	chr19	59351193	59355258	protein_coding
LENG4	chr19	59368921	59385478	protein_coding
LENG8	chr19	59652214	59665012	protein_coding
LENG9	chr19	59664788	59666706	protein_coding
LEO1	chr15	50017516	50051271	protein_coding
LEP	chr7	127668567	127684917	protein_coding
LEPR	chr1	65658906	65875410	protein_coding
LEPRE1	chr1	42984633	43005281	protein_coding
LEPREL1	chr3	191157213	191321407	protein_coding
LEPREL2	chr12	6807833	6819279	protein_coding
LEPROT	chr1	65658902	65670837	protein_coding
LEPROTL1	chr8	30072487	30085122	protein_coding
LETM1	chr4	1784558	1827772	protein_coding
LETM2	chr8	38363177	38385218	protein_coding
LETMD1	chr12	49728351	49740474	protein_coding
LEUTX	chr19	44959075	44968426	protein_coding
LFNG	chr7	2518689	2534587	protein_coding
LGALS1	chr22	36401559	36405753	protein_coding
LGALS12	chr11	63030132	63040815	protein_coding
LGALS13	chr19	44784556	44789953	protein_coding
LGALS14	chr19	44878400	44891927	protein_coding
LGALS2	chr22	36296211	36306010	protein_coding
LGALS3	chr14	54665574	54681874	protein_coding
LGALS3BP	chr17	74478932	74487656	protein_coding
LGALS4	chr19	43984152	43995425	protein_coding
LGALS7	chr19	43953452	43955989	protein_coding
LGALS7B	chr19	43971694	43974232	protein_coding
LGALS8	chr1	234748188	234779619	protein_coding
LGALS9	chr17	22980951	23000706	protein_coding
LGALS9B	chr17	20293300	20312888	protein_coding
LGALS9C	chr17	18320824	18338983	protein_coding
LGI1	chr10	95507632	95547903	protein_coding
LGI2	chr4	24609569	24641413	protein_coding
LGI3	chr8	22060290	22070290	protein_coding
LGI4	chr19	40307257	40317944	protein_coding
LGMN	chr14	92239910	92284765	protein_coding
LGR4	chr11	27344084	27450910	protein_coding
LGR5	chr12	70120080	70264889	protein_coding
LGR6	chr1	200429741	200555512	protein_coding
LGTN	chr1	204831600	204852527	protein_coding
LHB	chr19	54211049	54212159	protein_coding
LHCGR	chr2	48767425	48836367	protein_coding
LHFP	chr13	38815033	39075356	protein_coding
LHFPL2	chr5	77816796	77980404	protein_coding
LHFPL3	chr7	103756506	104183203	protein_coding
LHFPL4	chr3	9515046	9570486	protein_coding
LHFPL5	chr6	35881049	35899830	protein_coding
LHPP	chr10	126140377	126292699	protein_coding
LHX1	chr17	32368612	32374596	protein_coding
LHX2	chr9	125813710	125835257	protein_coding
LHX3	chr9	138227919	138236776	protein_coding
LHX4	chr1	178466065	178510811	protein_coding
LHX5	chr12	112385077	112394260	protein_coding
LHX6	chr9	124004677	124031041	protein_coding
LHX8	chr1	75366707	75399804	protein_coding
LHX9	chr1	196148244	196168344	protein_coding
LIAS	chr4	39137060	39155664	protein_coding
LIF	chr22	28966441	28972748	protein_coding
LIFR	chr5	38510823	38631253	protein_coding
LIG1	chr19	53310519	53365395	protein_coding
LIG3	chr17	30331651	30356201	protein_coding
LIG4	chr13	107657795	107668717	protein_coding
LILRA1	chr19	59796909	59804487	protein_coding
LILRA2	chr19	59776630	59790839	protein_coding
LILRA3	chr19	59491666	59501764	protein_coding
LILRA4	chr19	59536505	59542233	protein_coding
LILRA5	chr19	59510165	59516221	protein_coding
LILRA6	chr19	59412609	59438414	protein_coding
LILRB1	chr19	59820424	59840791	protein_coding
LILRB2	chr19	59469488	59476818	protein_coding
LILRB3	chr19	59411959	59419190	protein_coding
LILRB4	chr19	59865391	59873622	protein_coding
LILRB5	chr19	59446085	59452979	protein_coding
LIM2	chr19	56574976	56583009	protein_coding
LIMA1	chr12	48855840	48963557	protein_coding
LIMCH1	chr4	41057559	41395746	protein_coding
LIMD1	chr3	45611327	45697759	protein_coding
LIMD2	chr17	59126982	59131251	protein_coding
LIME1	chr20	61838422	61840903	protein_coding
LIMK1	chr7	73136092	73174790	protein_coding
LIMK2	chr22	29938250	30006066	protein_coding
LIMS1	chr2	108571354	108670134	protein_coding
LIMS2	chr2	128112473	128155830	protein_coding
LIMS3	chr2	110013298	110030787	protein_coding
LIN28	chr1	26609856	26628806	protein_coding
LIN28B	chr6	105511616	105637899	protein_coding
LIN37	chr19	40931339	40937257	protein_coding
LIN52	chr14	73621419	73736870	protein_coding
LIN54	chr4	84065167	84151006	protein_coding
LIN7A	chr12	79715306	79855825	protein_coding
LIN7B	chr19	54309393	54313529	protein_coding
LIN7C	chr11	27472700	27484879	protein_coding
LIN9	chr1	224485481	224564193	protein_coding
LINGO1	chr15	75693424	75711887	protein_coding
LINGO2	chr9	27938076	28660283	protein_coding
LINGO3	chr19	2240774	2259156	protein_coding
LINGO4	chr1	150039389	150044506	protein_coding
LINS1	chr15	98926958	98959927	protein_coding
LIPA	chr10	90963306	91164294	protein_coding
LIPC	chr15	56490060	56648364	protein_coding
LIPE	chr19	47597499	47623418	protein_coding
LIPF	chr10	90405987	90428552	protein_coding
LIPG	chr18	45342425	45373276	protein_coding
LIPH	chr3	186708282	186753063	protein_coding
LIPI	chr21	14403005	14501125	protein_coding
LIPJ	chr10	90336499	90356712	protein_coding
LIPK	chr10	90474281	90502523	protein_coding
LIPM	chr10	90552467	90570238	protein_coding
LIPN	chr10	90511137	90527979	protein_coding
LIPT1	chr2	99137850	99146043	protein_coding
LITAF	chr16	11549357	11587730	protein_coding
LIX1	chr5	96453331	96504195	protein_coding
LIX1L	chr1	144188516	144213026	protein_coding
LL22NC03-102D1.16	chr22	21362315	21362462	unprocessed_pseudogene
LL22NC03-22A12.12	chr22	21055197	21055488	unprocessed_pseudogene
LL22NC03-22A12.9	chr22	21050578	21052138	processed_pseudogene
LL22NC03-23C6.12	chr22	20723042	20723525	unprocessed_pseudogene
LL22NC03-23C6.15	chr22	20730828	20730989	unprocessed_pseudogene
LL22NC03-24A12.8	chr22	21447022	21447184	unprocessed_pseudogene
LL22NC03-30E12.10	chr22	20839975	20840335	unprocessed_pseudogene
LL22NC03-30E12.11	chr22	20841775	20842024	unprocessed_pseudogene
LL22NC03-30E12.13	chr22	20852682	20853027	unprocessed_pseudogene
LL22NC03-31F3.9	chr22	21311648	21316944	protein_coding
LL22NC03-63E9.3	chr22	21231750	21239007	protein_coding
LL22NC03-75A1.9	chr22	21032157	21032514	unprocessed_pseudogene
LL22NC03-75H12.2	chr22	46235712	46261524	protein_coding
LL22NC03-80A10.11	chr22	21023926	21025567	unprocessed_pseudogene
LL22NC03-84E4.11	chr22	21487168	21487423	unprocessed_pseudogene
LL22NC03-84E4.8	chr22	21507041	21507293	unprocessed_pseudogene
LL22NC03-88E1.17	chr22	20787629	20789267	unprocessed_pseudogene
LLGL1	chr17	18069661	18088914	protein_coding
LLGL2	chr17	71033372	71082884	protein_coding
LLPH	chr12	64803109	64810800	protein_coding
LMAN1	chr18	55148088	55177463	protein_coding
LMAN1L	chr15	72892237	72905148	protein_coding
LMAN2	chr5	176691357	176711254	protein_coding
LMAN2L	chr2	96735396	96769528	protein_coding
LMBR1	chr7	156166332	156378663	protein_coding
LMBR1L	chr12	47777221	47790747	protein_coding
LMBRD1	chr6	70442472	70563609	protein_coding
LMBRD2	chr5	36139171	36187772	protein_coding
LMCD1	chr3	8518507	8584805	protein_coding
LMF1	chr16	843639	960985	protein_coding
LMLN	chr3	199171468	199254988	protein_coding
LMNA	chr1	154318993	154374280	protein_coding
LMNB1	chr5	126140732	126200608	protein_coding
LMNB2	chr19	2379165	2407958	protein_coding
LMO1	chr11	8202433	8241982	protein_coding
LMO2	chr11	33836701	33870412	protein_coding
LMO3	chr12	16592574	16652291	protein_coding
LMO4	chr1	87566739	87587021	protein_coding
LMO7	chr13	75092571	75343063	protein_coding
LMOD1	chr1	200130352	200182339	protein_coding
LMOD2	chr7	123083155	123106332	pseudogene
LMOD3	chr3	69250392	69254407	protein_coding
LMTK2	chr7	97574133	97673537	protein_coding
LMTK3	chr19	53680340	53708258	protein_coding
LMX1A	chr1	163437729	163592576	protein_coding
LMX1B	chr9	128416550	128498649	protein_coding
LNP1	chr3	101602727	101657859	protein_coding
LNPEP	chr5	96297102	96390871	protein_coding
LNX1	chr4	54021380	54152481	protein_coding
LNX2	chr13	27018050	27092720	protein_coding
LOH12CR1	chr12	12401322	12511105	protein_coding
LOH12CR2	chr12	12399834	12401268	protein_coding
LONP1	chr19	5642845	5671176	protein_coding
LONP2	chr16	46835712	46944908	protein_coding
LONRF1	chr8	12623777	12657363	protein_coding
LONRF2	chr2	100256186	100305627	protein_coding
LOR	chr1	151498803	151501224	protein_coding
LOX	chr5	121429918	121441853	protein_coding
LOXHD1	chr18	42310933	42435624	protein_coding
LOXL1	chr15	72005842	72031531	protein_coding
LOXL2	chr8	23210355	23317667	protein_coding
LOXL3	chr2	74613454	74634570	protein_coding
LOXL4	chr10	99997433	100017997	protein_coding
LPA	chr6	160872505	161007397	protein_coding
LPAL2	chr6	160808210	160852146	protein_coding
LPAR1	chr9	112675365	112840144	protein_coding
LPAR2	chr19	19595477	19600017	protein_coding
LPAR3	chr1	85052089	85104430	protein_coding
LPAR5	chr12	6598262	6615548	protein_coding
LPCAT3	chr12	6955608	6996103	protein_coding
LPCAT4	chr15	32438381	32446687	protein_coding
LPGAT1	chr1	209984952	210070737	protein_coding
LPHN1	chr19	14119547	14177972	protein_coding
LPHN2	chr1	81544439	82230694	protein_coding
LPHN3	chr4	62045434	62620110	protein_coding
LPIN1	chr2	11781929	11882440	protein_coding
LPIN2	chr18	2906994	3001945	protein_coding
LPIN3	chr20	39402974	39422635	protein_coding
LPL	chr8	19840870	19869050	protein_coding
LPO	chr17	53670847	53700878	protein_coding
LPP	chr3	189413415	190080135	protein_coding
LPXN	chr11	58050925	58099910	protein_coding
LRAP	chr5	96237960	96279365	protein_coding
LRAT	chr4	155884602	155893720	protein_coding
LRBA	chr4	151405044	152156329	protein_coding
LRCH1	chr13	46025304	46222786	protein_coding
LRCH3	chr3	199002542	199082851	protein_coding
LRCH4	chr7	100009570	100021712	protein_coding
LRDD	chr11	789180	795245	protein_coding
LRFN1	chr19	44489299	44497816	protein_coding
LRFN2	chr6	40467307	40663157	protein_coding
LRFN3	chr19	41119590	41127924	protein_coding
LRFN4	chr11	66381572	66398656	protein_coding
LRFN5	chr14	41146523	41443498	protein_coding
LRG1	chr19	4488237	4491092	protein_coding
LRGUK	chr7	133462645	133599473	protein_coding
LRIG1	chr3	66511912	66634041	protein_coding
LRIG2	chr1	113417354	113468865	protein_coding
LRIG3	chr12	57552205	57600529	protein_coding
LRIT3	chr4	110991935	111012920	protein_coding
LRMP	chr12	25096508	25152535	protein_coding
LRP1	chr12	55808549	55893390	protein_coding
LRP10	chr14	22410800	22417133	protein_coding
LRP11	chr6	150181627	150227173	protein_coding
LRP12	chr8	105570643	105670344	protein_coding
LRP1B	chr2	140705468	142604768	protein_coding
LRP2	chr2	169691865	169927368	protein_coding
LRP2BP	chr4	186522027	186537146	protein_coding
LRP3	chr19	38377330	38390383	protein_coding
LRP4	chr11	46834995	46896749	protein_coding
LRP5	chr11	67836684	67973315	protein_coding
LRP5L	chr22	24077579	24131324	protein_coding
LRP6	chr12	12160230	12311078	protein_coding
LRP8	chr1	53483800	53566409	protein_coding
LRPAP1	chr4	3484093	3503947	protein_coding
LRPPRC	chr2	43968391	44076648	protein_coding
LRRC1	chr6	53767737	53896878	protein_coding
LRRC10	chr12	68290052	68290885	protein_coding
LRRC14	chr8	145714199	145721365	protein_coding
LRRC15	chr3	195557274	195571761	protein_coding
LRRC16	chr6	25387627	25728737	protein_coding
LRRC16B	chr14	23591046	23608756	protein_coding
LRRC17	chr7	102340683	102372775	protein_coding
LRRC18	chr10	49787539	49813241	protein_coding
LRRC19	chr9	26983590	26995670	protein_coding
LRRC2	chr3	46534874	46596576	protein_coding
LRRC20	chr10	71728735	71812388	protein_coding
LRRC21	chr10	85981256	85991197	protein_coding
LRRC22	chr10	85970221	85975264	protein_coding
LRRC23	chr12	6884213	6893666	protein_coding
LRRC24	chr8	145718581	145723216	protein_coding
LRRC25	chr19	18362955	18369415	protein_coding
LRRC26	chr9	139183035	139184312	protein_coding
LRRC27	chr10	133995694	134109058	protein_coding
LRRC28	chr15	97609175	97744019	protein_coding
LRRC29	chr16	65798543	65818414	protein_coding
LRRC3	chr21	44699821	44703158	protein_coding
LRRC30	chr18	7221137	7222042	protein_coding
LRRC31	chr3	171039736	171070356	protein_coding
LRRC32	chr11	76046219	76059439	protein_coding
LRRC33	chr3	197851046	197873269	protein_coding
LRRC34	chr3	170993960	171013025	protein_coding
LRRC36	chr16	65918248	65976604	protein_coding
LRRC37A	chr17	41726926	41770918	protein_coding
LRRC37A2	chr17	41945392	41988332	protein_coding
LRRC37A3	chr17	60280950	60360856	protein_coding
LRRC37A4	chr17	40947799	40951801	protein_coding
LRRC37B	chr17	27372156	27404538	protein_coding
LRRC37B2	chr17	25927652	25985463	protein_coding
LRRC38	chr1	13674057	13712829	protein_coding
LRRC39	chr1	100386997	100416359	protein_coding
LRRC3B	chr3	26639301	26727271	protein_coding
LRRC4	chr7	127454360	127458238	protein_coding
LRRC40	chr1	70383085	70443863	protein_coding
LRRC41	chr1	46516660	46541625	protein_coding
LRRC42	chr1	54184338	54206429	protein_coding
LRRC43	chr12	121235017	121253970	protein_coding
LRRC45	chr17	77574569	77582313	protein_coding
LRRC46	chr17	43264077	43269855	protein_coding
LRRC47	chr1	3686644	3702928	protein_coding
LRRC48	chr17	17816924	17860928	protein_coding
LRRC49	chr15	68972041	69129488	protein_coding
LRRC4B	chr19	55711961	55763114	protein_coding
LRRC4C	chr11	40092329	40272240	protein_coding
LRRC50	chr16	82736366	82769024	protein_coding
LRRC51	chr11	71469553	71485584	protein_coding
LRRC52	chr1	163779868	163799822	protein_coding
LRRC53	chr1	74710364	74721621	protein_coding
LRRC55	chr11	56705797	56714154	protein_coding
LRRC56	chr11	527527	544913	protein_coding
LRRC57	chr15	40622014	40628292	protein_coding
LRRC58	chr3	121526266	121550876	protein_coding
LRRC59	chr17	45813599	45829831	protein_coding
LRRC6	chr8	133653631	133756995	protein_coding
LRRC61	chr7	149651346	149666159	protein_coding
LRRC63	chr13	45684084	45739071	protein_coding
LRRC66	chr4	52554625	52578543	protein_coding
LRRC67	chr8	68062925	68103340	protein_coding
LRRC68	chr19	50288058	50341570	protein_coding
LRRC69	chr8	92184049	92300522	protein_coding
LRRC7	chr1	69806669	70361752	protein_coding
LRRC8A	chr9	130684268	130720136	protein_coding
LRRC8B	chr1	89763050	89836011	protein_coding
LRRC8C	chr1	89871295	89953300	protein_coding
LRRC8D	chr1	90059192	90174147	protein_coding
LRRC8E	chr19	7859390	7872906	protein_coding
LRRC9	chr14	59456184	59600030	protein_coding
LRRCC1	chr8	86206629	86245562	protein_coding
LRRFIP1	chr2	238200958	238353697	protein_coding
LRRFIP2	chr3	37069503	37191086	protein_coding
LRRIQ1	chr12	83954230	84163012	protein_coding
LRRIQ3	chr1	74264303	74436459	protein_coding
LRRIQ4	chr3	171022395	171038255	protein_coding
LRRK1	chr15	99276983	99427838	protein_coding
LRRK2	chr12	38905081	39049342	protein_coding
LRRN1	chr3	3816121	3864387	protein_coding
LRRN2	chr1	202852928	202921220	protein_coding
LRRN3	chr7	110518298	110552743	protein_coding
LRRN4	chr20	5969425	5982676	protein_coding
LRRN4CL	chr11	62210452	62213776	protein_coding
LRRTM1	chr2	80382514	80385385	protein_coding
LRRTM2	chr5	138236598	138238145	protein_coding
LRRTM3	chr10	68355798	68530873	protein_coding
LRRTM4	chr2	76828353	77602973	protein_coding
LRSAM1	chr9	129253608	129305597	protein_coding
LRTM1	chr3	54927425	54937112	protein_coding
LRTM2	chr12	1799956	1816179	protein_coding
LRWD1	chr7	101892395	101900613	protein_coding
LSAMP	chr3	117011853	117646568	protein_coding
LSG1	chr3	195842814	195874209	protein_coding
LSM1	chr8	38140018	38153183	protein_coding
LSM10	chr1	36631618	36636080	protein_coding
LSM11	chr5	157103337	157116751	protein_coding
LSM12	chr17	39467530	39499532	protein_coding
LSM14A	chr19	39355311	39412048	protein_coding
LSM14B	chr20	60130912	60143829	protein_coding
LSM2	chr6	31873155	31882722	protein_coding
LSM3	chr3	14195341	14214840	protein_coding
LSM4	chr19	18278720	18294958	protein_coding
LSM5	chr7	32492942	32501420	protein_coding
LSM6	chr4	147316331	147330646	protein_coding
LSM7	chr19	2272522	2279710	protein_coding
LSM8	chr7	117611322	117620114	protein_coding
LSMD1	chr17	7700730	7701897	protein_coding
LSP1	chr11	1830776	1870068	protein_coding
LSR	chr19	40431399	40450703	protein_coding
LSS	chr21	46432793	46473119	protein_coding
LST1	chr6	31661935	31664665	protein_coding
LTA	chr6	31647810	31650080	protein_coding
LTA4H	chr12	94918742	94953496	protein_coding
LTB	chr6	31656314	31658181	protein_coding
LTB4R	chr14	23850545	23855992	protein_coding
LTB4R2	chr14	23848001	23850798	protein_coding
LTBP1	chr2	33025543	33477930	protein_coding
LTBP2	chr14	74034642	74148787	protein_coding
LTBP3	chr11	65062866	65082275	protein_coding
LTBP4	chr19	45790911	45827565	protein_coding
LTBR	chr12	6363595	6370994	protein_coding
LTC4S	chr5	179153592	179156116	protein_coding
LTF	chr3	46452503	46481404	protein_coding
LTK	chr15	39583075	39593369	protein_coding
LTV1	chr6	144206201	144226632	protein_coding
